ip_name,series_name,series_year,product_name,category_group,category,kuji_prize_tier,characters,character_aliases,manufacturer,official_price,release_date,tags,image_url,source_url
進擊的巨人,進擊的巨人 主題曲CD,2013,自由向陽/紅蓮的弓矢 CD,影音類,CD,,艾連·葉卡;米卡莎·阿卡曼,艾主席;,Pony Canyon,¥1200,2013-07-10,CD;主題曲;Linked Horizon,,https://shingeki.tv/season1/
進擊的巨人,Movic 進擊的巨人,2013,調查兵團披風,服裝類,披風,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,Movic,¥6090,2013-09-15,Movic;披風;Cosplay,,https://www.movic.jp/
進擊的巨人,黏土人 進擊的巨人,2023,黏土人 亞妮·雷恩哈特,立體公仔類,公仔,,亞妮·雷恩哈特,女巨人;亞妮,Good Smile Company,¥6100,2023-08-30,黏土人;GSC;可動公仔,https://images.goodsmile.info/nendoroid_annie.jpg,https://www.goodsmile.info/
進擊的巨人,黏土人 進擊的巨人,2023,黏土人 約翰·基爾休坦,立體公仔類,公仔,,約翰·基爾休坦,讓讓子;約翰,Good Smile Company,¥6100,2023-07-31,黏土人;GSC;可動公仔,,https://www.goodsmile.info/
進擊的巨人,figma 進擊的巨人,2014,figma 阿爾敏·亞魯雷特,立體公仔類,公仔,,阿爾敏·亞魯雷特,,Max Factory,¥4907,2014-02-28,figma;可動公仔;Max Factory,,https://www.goodsmile.info/
進擊的巨人,進擊的巨人×三麗鷗家族,2022,聯名壓克力立牌 艾爾文×Hello Kitty,生活雜貨類,立牌,,艾爾文·史密斯,團長,Movic,¥1650,2022-09-10,聯名;三麗鷗;立牌,,https://www.movic.jp/
進擊的巨人,進擊的巨人×三麗鷗家族,2022,聯名壓克力立牌 漢吉×大耳狗,生活雜貨類,立牌,,漢吉·佐耶,團長;分隊長,Movic,¥1650,2022-09-10,聯名;三麗鷗;立牌,,https://www.movic.jp/
進擊的巨人,進擊的巨人×極樂湯,2021,聯名毛巾 里維,生活雜貨類,毛巾,,里維·阿卡曼,兵長,極樂湯,¥880,2021-02-10,極樂湯;溫泉;毛巾,,https://rakuspa.com/
進擊的巨人,進擊的巨人×極樂湯,2021,聯名壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,極樂湯,¥1760,2021-02-10,極樂湯;溫泉;立牌,,https://rakuspa.com/
進擊的巨人,進擊的巨人×GARRACK,2024,智慧型手錶 艾連款,配戴隨身類,手錶,,艾連·葉卡,艾主席,GARRACK,¥35200,2024-05-15,智慧手錶;GARRACK;聯名,,https://www.garrack.jp/
進擊的巨人,進擊的巨人×GARRACK,2024,智慧型手錶 里維款,配戴隨身類,手錶,,里維·阿卡曼,兵長,GARRACK,¥35200,2024-05-15,智慧手錶;GARRACK;聯名,,https://www.garrack.jp/
進擊的巨人,進擊的巨人 漫畫特裝版,2013,第11卷 特裝版附錄 3D貼紙與明信片,紙製/影像類,明信片,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,講談社,¥1200,2013-08-09,特裝版;附錄;漫畫,,https://kc.kodansha.co.jp/
進擊的巨人,進擊的巨人 漫畫特裝版,2013,第12卷 特裝版附錄 伊爾賽的手冊 DVD,影音類,DVD,,里維·阿卡曼;漢吉·佐耶;伊爾賽·蘭納,兵長;分隊長;,講談社,¥2980,2013-12-09,特裝版;附錄;DVD;OAD,,https://kc.kodansha.co.jp/
進擊的巨人,進擊的巨人 The Final Season,2023,原畫徽章 盲抽第一彈,配戴隨身類,徽章,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;約翰·基爾休坦;莎夏·布勞斯;柯尼·史普林格;漢吉·佐耶;里維·阿卡曼,艾主席;;;讓讓子;白薯女;;分隊長;兵長,MAPPA,¥550,2023-03-20,MAPPA;盲抽;徽章,,https://mappa-onlineshop.com/
進擊的巨人,進擊的巨人 The Final Season,2023,瑪雷軍 臂章,配戴隨身類,臂章,,萊納·布朗;波爾柯·賈利亞德;皮克·芬格爾;吉克·葉卡,鎧甲巨人;顎之巨人;車力巨人;獸之巨人,Movic,¥1320,2023-05-10,臂章;瑪雷;Cosplay,,https://www.movic.jp/
進擊的巨人,扭蛋 進擊的巨人～睡覺中～,2022,睡眠公仔 萊納,立體公仔類,扭蛋公仔,,萊納·布朗,鎧甲巨人;萊納,BANDAI,¥400,2022-09-15,扭蛋;萬代;睡眠,,https://gashapon.jp/
進擊的巨人,扭蛋 進擊的巨人～睡覺中～,2022,睡眠公仔 波爾柯,立體公仔類,扭蛋公仔,,波爾柯·賈利亞德,顎之巨人;波克,BANDAI,¥400,2022-09-15,扭蛋;萬代;睡眠,,https://gashapon.jp/
進擊的巨人,primaniacs 角色香水,2020,角色香水 艾連·葉卡,生活雜貨類,香水,,艾連·葉卡,艾主席,primaniacs,¥5959,2020-06-26,香水;primaniacs,,https://primaniacs.com/
進擊的巨人,primaniacs 角色香水,2020,角色香水 里維,生活雜貨類,香水,,里維·阿卡曼,兵長,primaniacs,¥5959,2020-06-26,香水;primaniacs,,https://primaniacs.com/
進擊的巨人,primaniacs 角色香水,2020,角色香水 艾爾文·史密斯,生活雜貨類,香水,,艾爾文·史密斯,團長,primaniacs,¥5959,2020-06-26,香水;primaniacs,,https://primaniacs.com/
進擊的巨人,U-TREASURE 聯名飾品,2021,調查兵團 徽章戒指,配戴隨身類,戒指,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,U-TREASURE,¥16500,2021-12-15,U-TREASURE;戒指;聯名飾品,,https://u-treasure.jp/
進擊的巨人,U-TREASURE 聯名飾品,2021,地下室的鑰匙 項鍊,配戴隨身類,項鍊,,艾連·葉卡;古利夏·葉卡,艾主席;,U-TREASURE,¥18700,2021-12-15,U-TREASURE;項鍊;聯名飾品,,https://u-treasure.jp/
進擊的巨人,官方公式書,2017,進擊的巨人 角色名鑑,出版品類,公式書,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶;萊納·布朗;貝爾托特·胡佛;亞妮·雷恩哈特;約翰·基爾休坦;馬可·波特;柯尼·史普林格;莎夏·布勞斯;赫里斯塔·蘭斯;尤米爾,艾主席;;;兵長;團長;分隊長;鎧甲巨人;超大型巨人;女巨人;讓讓子;;;白薯女;;,講談社,¥968,2017-08-09,公式書;角色名鑑;講談社,,https://kc.kodansha.co.jp/
進擊的巨人,官方公式書,2013,進擊的巨人 INSIDE 抗,出版品類,公式書,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,講談社,¥880,2013-04-09,公式書;導讀手冊;講談社,,https://kc.kodansha.co.jp/
進擊的巨人,景品 WCF 進擊的巨人,2015,WCF 兵長與馬,立體公仔類,景品公仔,,里維·阿卡曼,兵長,BANPRESTO,非賣品,2015-02-15,景品;WCF;BANPRESTO,,https://bsp-prize.jp/
進擊的巨人,景品 WCF 進擊的巨人,2015,WCF 艾連·葉卡,立體公仔類,景品公仔,,艾連·葉卡,艾主席,BANPRESTO,非賣品,2015-02-15,景品;WCF;BANPRESTO,,https://bsp-prize.jp/
進擊的巨人,MAPPA SHOWCASE 進擊的巨人The Final Season,2022,複製原畫 最終季主視覺,紙製/影像類,複製原畫,,艾連·葉卡;萊納·布朗;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;漢吉·佐耶;約翰·基爾休坦;柯尼·史普林格;莎夏·布勞斯,艾主席;鎧甲巨人;;;兵長;分隊長;讓讓子;;白薯女,MAPPA,¥22000,2022-11-20,MAPPA;複製原畫;高價收藏,,https://mappa-onlineshop.com/
進擊的巨人,進擊的巨人×DoCoMo,2023,立體機動裝置 造型行動電源,生活雜貨類,行動電源,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,NTT DoCoMo,¥8500,2023-03-10,3C周邊;行動電源;聯名,,https://www.docomo.ne.jp/
進擊的巨人,扭蛋 進擊的巨人～膠囊橡膠吊飾～,2021,橡膠吊飾 里維,配戴隨身類,吊飾,,里維·阿卡曼,兵長,BANDAI,¥300,2021-06-15,扭蛋;萬代;橡膠吊飾,,https://gashapon.jp/
進擊的巨人,扭蛋 進擊的巨人～膠囊橡膠吊飾～,2021,橡膠吊飾 艾爾文,配戴隨身類,吊飾,,艾爾文·史密斯,團長,BANDAI,¥300,2021-06-15,扭蛋;萬代;橡膠吊飾,,https://gashapon.jp/
進擊的巨人,進擊的巨人 官方周邊,2022,自由之翼 電繡T恤,服裝類,T恤,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,Movic,¥3300,2022-07-20,Movic;服裝;T恤,,https://www.movic.jp/
進擊的巨人,一番賞 進擊的巨人～自由的代價～,2022,毛巾組 瑪雷篇,生活雜貨類,毛巾,E賞,萊納·布朗;波爾柯·賈利亞德;皮克·芬格爾;吉克·葉卡;法爾可·葛萊斯;賈碧·布朗,鎧甲巨人;顎之巨人;車力巨人;獸之巨人;;,BANDAI SPIRITS,¥850,2022-08-20,一番賞;毛巾;瑪雷,,https://1kuji.com/
進擊的巨人,進擊的巨人展FINAL,2019,主視覺 畫布板,紙製/影像類,畫布板,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼,艾主席;;;兵長,官方,¥4400,2019-07-05,巨人展;畫布;原畫,,https://kyojinten.jp/
進擊的巨人,進擊的巨人展FINAL,2019,壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,官方,¥1650,2019-07-05,巨人展;立牌,,https://kyojinten.jp/
進擊的巨人,進擊的巨人展FINAL,2019,壓克力立牌 里維,生活雜貨類,立牌,,里維·阿卡曼,兵長,官方,¥1650,2019-07-05,巨人展;立牌,,https://kyojinten.jp/
進擊的巨人,景品 Q posket,2022,Q posket 里維,立體公仔類,景品公仔,,里維·阿卡曼,兵長,BANPRESTO,非賣品,2022-02-25,景品;Q posket;BANPRESTO,,https://bsp-prize.jp/
進擊的巨人,景品 Q posket,2022,Q posket 艾連·葉卡,立體公仔類,景品公仔,,艾連·葉卡,艾主席,BANPRESTO,非賣品,2022-01-20,景品;Q posket;BANPRESTO,,https://bsp-prize.jp/
進擊的巨人,景品 Q posket,2022,Q posket 阿爾敏·亞魯雷特,立體公仔類,景品公仔,,阿爾敏·亞魯雷特,,BANPRESTO,非賣品,2022-03-15,景品;Q posket;BANPRESTO,,https://bsp-prize.jp/
進擊的巨人,進擊的巨人 畫集,2024,進擊的巨人 畫集 FLY,出版品類,畫集,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,講談社,¥22000,2024-05-02,畫集;FLY;講談社;完全受注生產,,https://kc.kodansha.co.jp/
進擊的巨人,進擊的巨人 The Final Season,2021,地下室的鑰匙 復刻版項鍊,配戴隨身類,項鍊,,艾連·葉卡;古利夏·葉卡,艾主席;,Movic,¥1650,2021-04-10,項鍊;Movic;鑰匙,,https://www.movic.jp/
進擊的巨人,進擊的巨人×KIDDY LAND,2019,里維兵長 刺繡化妝包,包袋類,化妝包,,里維·阿卡曼,兵長,KIDDY LAND,¥2200,2019-02-16,KIDDY LAND;聯名;包包,,https://www.kiddyland.co.jp/
進擊的巨人,黏土人 Swacchao！,2022,黏土人 Swacchao！ 艾連·葉卡,立體公仔類,公仔,,艾連·葉卡,艾主席,Good Smile Company,¥3900,2022-12-30,黏土人;GSC;坐姿公仔,,https://www.goodsmile.info/
進擊的巨人,黏土人 Swacchao！,2022,黏土人 Swacchao！ 米卡莎·阿卡曼,立體公仔類,公仔,,米卡莎·阿卡曼,,Good Smile Company,¥3900,2022-12-30,黏土人;GSC;坐姿公仔,,https://www.goodsmile.info/
進擊的巨人,黏土人 Swacchao！,2022,黏土人 Swacchao！ 里維,立體公仔類,公仔,,里維·阿卡曼,兵長,Good Smile Company,¥3900,2022-12-30,黏土人;GSC;坐姿公仔,,https://www.goodsmile.info/
進擊的巨人,進擊的巨人×東武動物公園 第二彈,2023,聯名壓克力立牌 艾連與約翰,生活雜貨類,立牌,,艾連·葉卡;約翰·基爾休坦,艾主席;讓讓子,東武動物公園,¥1980,2023-10-15,東武動物公園;聯名;立牌,,https://tobuzoo.com/
進擊的巨人,進擊的巨人×東武動物公園 第二彈,2023,聯名壓克力立牌 里維與漢吉,生活雜貨類,立牌,,里維·阿卡曼;漢吉·佐耶,兵長;分隊長,東武動物公園,¥1980,2023-10-15,東武動物公園;聯名;立牌,,https://tobuzoo.com/
進擊的巨人,進擊的巨人 音樂盒,2023,The Final Season 音樂盒 惡魔之子,生活雜貨類,音樂盒,,艾連·葉卡,艾主席,MAPPA,¥5500,2023-08-20,音樂盒;MAPPA;惡魔之子,,https://mappa-onlineshop.com/
進擊的巨人,威化餅乾卡片 第1彈,2022,角色卡 艾連,紙製/影像類,收藏卡,,艾連·葉卡,艾主席,BANDAI,¥165,2022-02-14,威化卡;食玩;萬代,,https://www.bandai.co.jp/candy/
進擊的巨人,威化餅乾卡片 第1彈,2022,角色卡 里維,紙製/影像類,收藏卡,,里維·阿卡曼,兵長,BANDAI,¥165,2022-02-14,威化卡;食玩;萬代,,https://www.bandai.co.jp/candy/
進擊的巨人,威化餅乾卡片 第1彈,2022,隱藏卡 始祖巨人,紙製/影像類,收藏卡,,尤米爾·弗里茲;艾連·葉卡,始祖巨人;艾主席,BANDAI,¥165,2022-02-14,威化卡;食玩;隱藏版,,https://www.bandai.co.jp/candy/
進擊的巨人,animate限定 壓克力磚,2023,壓克力磚 最終季主視覺,生活雜貨類,壓克力磚,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;漢吉·佐耶;萊納·布朗;約翰·基爾休坦;柯尼·史普林格;皮克·芬格爾,艾主席;;;兵長;分隊長;鎧甲巨人;讓讓子;;車力巨人,animate,¥3300,2023-11-05,animate;壓克力磚;主視覺,,https://www.animate-onlineshop.jp/
進擊的巨人,animate限定 壓克力磚,2023,壓克力磚 艾連與吉克,生活雜貨類,壓克力磚,,艾連·葉卡;吉克·葉卡,艾主席;獸之巨人,animate,¥3300,2023-11-05,animate;壓克力磚;座標,,https://www.animate-onlineshop.jp/
進擊的巨人,萬代 扭蛋 戒指,2023,立體機動裝置 戒指,配戴隨身類,戒指,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼,艾主席;;;兵長,BANDAI,¥400,2023-09-10,扭蛋;萬代;戒指,,https://gashapon.jp/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,地鳴場景 公仔,立體公仔類,公仔,A賞,艾連·葉卡;尤米爾·弗里茲,艾主席;始祖巨人,BANDAI SPIRITS,¥850,2023-10-21,一番賞;公仔;地鳴,,https://1kuji.com/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,艾連·葉卡 巨人化公仔,立體公仔類,公仔,B賞,艾連·葉卡,進擊的巨人;艾主席,BANDAI SPIRITS,¥850,2023-10-21,一番賞;公仔,,https://1kuji.com/
進擊的巨人,USJ 日本環球影城聯名,2022,調查兵團 馬克杯,生活雜貨類,馬克杯,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,USJ,¥2500,2022-03-04,USJ;環球影城;馬克杯,,https://www.usj.co.jp/
進擊的巨人,USJ 日本環球影城聯名,2022,立體機動裝置 造型爆米花桶,生活雜貨類,爆米花桶,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,USJ,¥3800,2022-03-04,USJ;環球影城;爆米花桶,,https://www.usj.co.jp/
進擊的巨人,WIT STUDIO 原畫資料夾,2018,第三季 原畫資料夾 里維,紙製/影像類,資料夾,,里維·阿卡曼,兵長,WIT STUDIO,¥440,2018-10-15,WIT;原畫;資料夾,,https://witstudio.co.jp/
進擊的巨人,animate cafe 聯名,2018,限定壓克力杯墊 艾連,生活雜貨類,杯墊,,艾連·葉卡,艾主席,animate,非賣品,2018-08-10,animate cafe;杯墊;滿額贈,,https://cafe.animate.co.jp/
進擊的巨人,進擊的巨人×大分縣日田市,2021,聯名梅酒 兵長款,生活雜貨類,食品/飲料,,里維·阿卡曼,兵長,日田市,¥2200,2021-03-01,日田市;聯名;梅酒;大分縣,,https://shingeki-hita.com/
進擊的巨人,USJ 日本環球影城聯名,2017,調查兵團 專屬披風,服裝類,披風,,,,USJ,¥6500,2017-01-13,USJ;環球影城;服裝;調查兵團,,https://www.usj.co.jp/
進擊的巨人,I.G Store 角色生日企劃,2019,里維 生日紀念 項鍊,配戴隨身類,項鍊,,里維·阿卡曼,兵長,Production I.G,¥3850,2019-12-25,生日紀念;I.G Store;項鍊,,https://ig-store.jp/
進擊的巨人,I.G Store 角色生日企劃,2019,艾連 生日紀念 壓克力立牌,生活雜貨類,立牌,,艾連·葉卡,艾主席,Production I.G,¥1650,2019-03-30,生日紀念;I.G Store;立牌,,https://ig-store.jp/
進擊的巨人,進擊的巨人展FINAL,2019,調查兵團 托特包,包袋類,托特包,,,,官方,¥2500,2019-07-05,巨人展;包包;調查兵團,,https://kyojinten.jp/
進擊的巨人,BE@RBRICK 庫柏力克熊,2022,BE@RBRICK 超大型巨人 400%,立體公仔類,公仔,,貝爾托特·胡佛,超大型巨人,MEDICOM TOY,¥11000,2022-05-20,BE@RBRICK;庫柏力克熊;公仔,,http://www.medicomtoy.co.jp/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,地鳴圖騰 玻璃杯,生活雜貨類,玻璃杯,H賞,,,BANDAI SPIRITS,¥850,2023-10-21,一番賞;玻璃杯,,https://1kuji.com/
進擊的巨人,進擊的巨人×歌舞伎,2023,歌舞伎聯名 壓克力立牌 里維,生活雜貨類,立牌,,里維·阿卡曼,兵長,松竹,¥1980,2023-10-06,歌舞伎;聯名;立牌,,https://www.shochiku.co.jp/
進擊的巨人,進擊的巨人×歌舞伎,2023,歌舞伎聯名 壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,松竹,¥1980,2023-10-06,歌舞伎;聯名;立牌,,https://www.shochiku.co.jp/
進擊的巨人,壽屋 ARTFX J,2021,ARTFX J 米卡莎·阿卡曼 更新套件版,立體公仔類,公仔,,米卡莎·阿卡曼,,KOTOBUKIYA,¥13200,2021-09-25,壽屋;ARTFX J;比例公仔,,https://www.kotobukiya.co.jp/
進擊的巨人,壽屋 ARTFX J,2021,ARTFX J 里維 更新套件版,立體公仔類,公仔,,里維·阿卡曼,兵長,KOTOBUKIYA,¥13200,2021-10-25,壽屋;ARTFX J;比例公仔,,https://www.kotobukiya.co.jp/
進擊的巨人,電視動畫 第一季 BD,2013,第一季 Blu-ray Vol.1,影音類,BD,,艾連·葉卡;米卡莎·阿卡曼,艾主席;,波麗佳音,¥6600,2013-07-17,BD;藍光;第一季,,https://shingeki.tv/
進擊的巨人,電視動畫 最終季 BD,2021,The Final Season Blu-ray 第1卷,影音類,BD,,艾連·葉卡;法爾可·葛萊斯;萊納·布朗,艾主席;;鎧甲巨人,波麗佳音,¥19800,2021-07-07,BD;藍光;MAPPA,,https://shingeki.tv/
進擊的巨人,GSC 黏土人配件系列,2024,黏土人配件 替換用臉部表情,立體公仔類,模型配件,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,Good Smile Company,¥400,2024-03-15,黏土人;GSC;盲抽配件,,https://www.goodsmile.info/
進擊的巨人,SuperGroupies 聯名,2022,聯名手錶 艾連·葉卡 款,配戴隨身類,手錶,,艾連·葉卡,艾主席,SuperGroupies,¥22000,2022-09-15,SuperGroupies;聯名;手錶,,https://www.super-groupies.com/
進擊的巨人,SuperGroupies 聯名,2022,聯名手錶 里維 款,配戴隨身類,手錶,,里維·阿卡曼,兵長,SuperGroupies,¥22000,2022-09-15,SuperGroupies;聯名;手錶,,https://www.super-groupies.com/
進擊的巨人,SuperGroupies 聯名,2022,聯名側背包 艾爾文 款,包袋類,側背包,,艾爾文·史密斯,團長,SuperGroupies,¥15400,2022-09-15,SuperGroupies;聯名;包包,,https://www.super-groupies.com/
進擊的巨人,SWEETS PARADISE 聯名咖啡廳,2021,Q版壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,SWEETS PARADISE,¥880,2021-04-16,SWEETS PARADISE;聯名;立牌;Q版,,https://www.sweets-paradise.jp/
進擊的巨人,SWEETS PARADISE 聯名咖啡廳,2021,Q版壓克力立牌 里維,生活雜貨類,立牌,,里維·阿卡曼,兵長,SWEETS PARADISE,¥880,2021-04-16,SWEETS PARADISE;聯名;立牌;Q版,,https://www.sweets-paradise.jp/
進擊的巨人,SWEETS PARADISE 聯名咖啡廳,2021,盲抽徽章,配戴隨身類,徽章,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,SWEETS PARADISE,¥440,2021-04-16,SWEETS PARADISE;聯名;徽章;盲抽,,https://www.sweets-paradise.jp/
進擊的巨人,baseyard tokyo 快閃店,2023,大壓克力立牌 里維,生活雜貨類,立牌,,里維·阿卡曼,兵長,baseyard tokyo,¥2200,2023-02-17,快閃店;baseyard tokyo;立牌,,https://www.palcloset.jp/
進擊的巨人,baseyard tokyo 快閃店,2023,大壓克力立牌 漢吉,生活雜貨類,立牌,,漢吉·佐耶,分隊長,baseyard tokyo,¥2200,2023-02-17,快閃店;baseyard tokyo;立牌,,https://www.palcloset.jp/
進擊的巨人,baseyard tokyo 快閃店,2023,主視覺資料夾組,紙製/影像類,資料夾,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;漢吉·佐耶,艾主席;;;兵長;分隊長,baseyard tokyo,¥1100,2023-02-17,快閃店;baseyard tokyo;資料夾,,https://www.palcloset.jp/
進擊的巨人,GARRACK 聯名,2024,Apple Watch 替換錶帶 調查兵團,配戴隨身類,手錶配件,,,,GARRACK,¥6600,2024-01-25,GARRACK;Apple Watch;錶帶,,https://www.garrack.jp/
進擊的巨人,SEIKO 聯名,2023,動畫10週年紀念錶,配戴隨身類,手錶,,艾連·葉卡,艾主席,SEIKO,¥54780,2023-11-06,SEIKO;聯名;手錶;10週年,,https://iei.jp/
進擊的巨人,唐吉訶德 聯名,2022,連帽T恤 艾連與里維,服裝類,服飾,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,唐吉訶德,¥4389,2022-10-22,唐吉訶德;聯名;帽T,,https://www.donki.com/
進擊的巨人,唐吉訶德 聯名,2022,大浴巾,生活雜貨類,毛巾,,艾連·葉卡;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;兵長;團長;分隊長,唐吉訶德,¥3278,2022-10-22,唐吉訶德;聯名;浴巾,,https://www.donki.com/
進擊的巨人,東京 JOYPOLIS 聯名,2021,限定票卡夾,包袋類,票卡夾,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,JOYPOLIS,¥1600,2021-07-20,JOYPOLIS;聯名;票卡夾,,https://tokyo-joypolis.com/
進擊的巨人,東京 JOYPOLIS 聯名,2021,盲抽壓克力鑰匙圈,配戴隨身類,鑰匙圈,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯,艾主席;;;兵長;團長,JOYPOLIS,¥800,2021-07-20,JOYPOLIS;聯名;鑰匙圈;盲抽,,https://tokyo-joypolis.com/
進擊的巨人,進擊的巨人×三麗鷗家族,2023,聯名玩偶 艾連×布丁狗,布娃娃類,玩偶,,艾連·葉卡,艾主席,官方,¥3300,2023-11-15,三麗鷗;聯名;布丁狗;玩偶,,https://sanrio-animestore-a3.jp/
進擊的巨人,進擊的巨人×三麗鷗家族,2023,聯名玩偶 里維×酷企鵝,布娃娃類,玩偶,,里維·阿卡曼,兵長,官方,¥3300,2023-11-15,三麗鷗;聯名;酷企鵝;玩偶,,https://sanrio-animestore-a3.jp/
進擊的巨人,figma,2014,figma 里維,立體公仔類,可動公仔,,里維·阿卡曼,兵長,Max Factory,¥5093,2014-06-25,figma;Max Factory;可動公仔;GSC,,https://www.goodsmile.info/
進擊的巨人,figma,2020,figma 艾爾文·史密斯,立體公仔類,可動公仔,,艾爾文·史密斯,團長,Max Factory,¥11000,2020-04-30,figma;Max Factory;可動公仔;GSC,,https://www.goodsmile.info/
進擊的巨人,Primaniacs 角色香水,2018,角色香水 漢吉·佐耶,生活雜貨類,香水,,漢吉·佐耶,分隊長,Primaniacs,¥5959,2018-10-26,香水;Primaniacs;角色香氛,,http://primaniacs.com/
進擊的巨人,交響音樂會 (Orchestra Concert),2021,交響音樂會 場刊,出版品類,場刊,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,官方,¥2500,2021-08-22,音樂會;場刊;澤野弘之,,https://shingeki.tv/
進擊的巨人,交響音樂會 (Orchestra Concert),2021,音樂會限定 壓克力指揮棒立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,官方,¥1500,2021-08-22,音樂會;立牌;指揮家,,https://shingeki.tv/
進擊的巨人,進擊！巨人中學校,2016,巨人中學校 壓克力鑰匙圈 約翰,配戴隨身類,鑰匙圈,,約翰·基爾休坦,讓讓子,官方,¥880,2016-03-10,巨人中學校;衍生作;鑰匙圈,,https://kyojinchu.tv/
進擊的巨人,進擊的巨人 悔恨的選擇,2017,悔恨的選擇 全彩版 漫畫 (上),出版品類,漫畫,,里維·阿卡曼;艾爾文·史密斯;法蘭·卻奇;伊莎貝爾·馬格諾利亞,兵長;團長;;,講談社,¥990,2017-06-09,漫畫;悔恨的選擇;外傳;全彩版,,https://kc.kodansha.co.jp/
進擊的巨人,ENSKY 拼圖,2021,1000片拼圖 The Final Season 主視覺,生活雜貨類,拼圖,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;漢吉·佐耶;萊納·布朗,艾主席;;;兵長;分隊長;鎧甲巨人,ENSKY,¥3520,2021-02-15,拼圖;ENSKY;1000片;主視覺,,https://www.ensky.co.jp/
進擊的巨人,木棉花 台灣限定,2023,調查兵團 雙面連帽外套,服裝類,服飾,,,,木棉花,"NT$1,280",2023-01-27,木棉花;台灣限定;外套;調查兵團;動漫節,,https://www.e-muse.com.tw/
進擊的巨人,木棉花 台灣限定,2023,燙金 馬克杯 自由之翼,生活雜貨類,馬克杯,,,,木棉花,NT$350,2023-01-27,木棉花;台灣限定;馬克杯;自由之翼,,https://www.e-muse.com.tw/
進擊的巨人,台灣 悠遊卡 聯名,2023,巨人胸像 造型悠遊卡,配戴隨身類,電子票證,,艾連·葉卡,進擊的巨人;艾主席,悠遊卡公司,NT$899,2023-11-02,悠遊卡;台灣限定;立體卡;胸像,,https://www.easycard.com.tw/
進擊的巨人,黏土人系列,2014,黏土人 艾連·葉卡,立體公仔類,可動公仔,,艾連·葉卡,艾主席,Good Smile Company,¥4074,2014-04-10,黏土人;GSC;公仔,,https://www.goodsmile.info/
